Flight_ID,Flight_Date,Airline_ID,Aircraft_ID,Origin_Airport_ID,Destination_Airport_ID,Scheduled_Departure,Actual_Departure,Delay_Minutes,Delay_Reason,Status,Flight_Duration_Min,Distance_KM,Seat_Capacity,Passengers,Base_Fare_USD,Revenue_USD,Load_Factor_%,Season
FL00626,2024-05-31,AL010,AC007,AP024,AP019,2024-05-31 05:00:00,2024-05-31 05:01:00,1.0,Crew,Delayed,66,7635,300,203,503.0,102109,67.66666666666666,Spring
FL00627,2023-06-26,AL009,AC038,AP014,AP016,2023-06-26 10:30:00,2023-06-26 10:32:00,2.0,Weather,Delayed,228,6747,189,157,479.0,75203,83.06878306878306,Summer
FL00628,2024-05-25,AL001,AC013,AP030,AP008,2024-05-25 07:15:00,2024-05-25 07:29:00,14.0,Crew,Delayed,236,797,325,229,100.0,22900,70.46153846153847,Spring
FL00629,2024-04-24,AL001,AC024,AP022,AP010,2024-04-24 21:00:00,2024-04-24 21:01:00,1.0,Crew,Delayed,712,1128,296,242,78.0,18876,81.75675675675676,Spring
FL00630,2025-06-15,AL004,AC020,AP013,AP026,2025-06-15 15:30:00,2025-06-15 15:31:00,1.0,Weather,Delayed,482,1285,396,266,411.0,109326,67.17171717171718,Summer
FL00631,2025-08-17,AL004,AC031,AP004,AP003,2025-08-17 16:15:00,2025-08-17 16:20:00,5.0,Security,Delayed,540,1043,300,202,545.0,110090,67.33333333333333,Summer
FL00632,2024-04-12,AL008,AC024,AP009,AP010,2024-04-12 20:15:00,2024-04-12 23:06:00,171.0,Weather,Severely Delayed,92,1746,296,235,573.0,134655,79.3918918918919,Spring
FL00633,2025-06-07,AL008,AC035,AP009,AP021,2025-06-07 09:00:00,2025-06-07 10:22:00,82.0,Crew,Delayed,267,8185,189,187,226.0,42262,98.94179894179894,Summer
FL00634,2024-01-09,AL006,AC002,AP013,AP005,2024-01-09 13:45:00,2024-01-09 13:52:00,7.0,Late Aircraft,Delayed,357,8248,300,230,317.0,72910,76.66666666666667,Winter
FL00635,2025-08-01,AL006,AC019,AP025,AP021,2025-08-01 07:30:00,2025-08-01 07:42:00,12.0,Weather,Delayed,445,1586,296,224,162.0,36288,75.67567567567568,Summer
FL00636,2024-04-29,AL003,AC017,AP013,AP003,2024-04-29 19:30:00,2024-04-29 19:33:00,3.0,Technical,Delayed,165,3954,296,168,246.0,41328,56.75675675675676,Spring
FL00637,2024-05-22,AL008,AC022,AP014,AP017,2024-05-22 17:15:00,2024-05-22 17:17:00,2.0,Crew,Delayed,370,4259,300,250,599.0,149750,83.33333333333334,Spring
FL00638,2023-01-18,AL010,AC036,AP017,AP018,2023-01-18 21:45:00,2023-01-18 21:51:00,6.0,Security,Delayed,696,4073,180,109,112.0,12208,60.55555555555555,Winter
FL00639,2023-10-28,AL010,AC020,AP010,AP007,2023-10-28 13:30:00,2023-10-28 13:31:00,1.0,Technical,Delayed,158,4777,396,319,489.0,155991,80.55555555555556,Autumn
FL00640,2024-05-12,AL008,AC028,AP019,AP029,2024-05-12 10:15:00,2024-05-12 10:18:00,3.0,Weather,Delayed,146,5300,296,244,362.0,117120,82.43243243243244,Spring
FL00641,2023-01-05,AL003,AC004,AP027,AP005,2023-01-05 22:15:00,2023-01-05 22:15:00,0.0,No Delay,On Time,224,1537,180,133,241.0,32053,73.88888888888889,Winter
FL00642,2024-12-06,AL008,AC011,AP019,AP016,2024-12-06 21:00:00,2024-12-06 21:10:00,10.0,Late Aircraft,Delayed,244,6869,300,221,527.0,116467,73.66666666666667,Winter
FL00643,2025-03-23,AL003,AC026,AP003,AP017,2025-03-23 19:00:00,2025-03-23 19:07:00,7.0,Late Aircraft,Delayed,144,899,189,132,258.0,34056,69.84126984126983,Spring
FL00644,2024-07-24,AL001,AC008,AP026,AP027,2024-07-24 05:00:00,2024-07-24 05:06:00,6.0,Security,Delayed,186,3398,300,230,138.0,31740,76.66666666666667,Summer
FL00645,2023-12-04,AL002,AC028,AP020,AP015,2023-12-04 11:00:00,2023-12-04 11:38:00,38.0,Technical,Delayed,385,7846,296,190,579.0,110010,64.1891891891892,Winter
FL00646,2024-11-26,AL002,AC015,AP029,AP027,2024-11-26 06:00:00,2024-11-26 06:13:00,13.0,Air Traffic,Delayed,433,2513,396,345,133.0,45885,87.12121212121212,Autumn
FL00647,2025-07-28,AL007,AC012,AP020,AP024,2025-07-28 11:45:00,2025-07-28 11:56:00,11.0,Weather,Delayed,149,8046,189,129,630.0,81270,68.25396825396825,Summer
FL00648,2024-10-26,AL008,AC016,AP004,AP028,2024-10-26 13:00:00,2024-10-26 15:52:00,172.0,Weather,Severely Delayed,175,907,189,137,274.0,37538,72.4867724867725,Autumn
FL00649,2025-02-22,AL003,AC001,AP001,AP014,2025-02-22 17:30:00,2025-02-22 18:59:00,89.0,Weather,Delayed,258,5191,325,249,415.0,103335,76.61538461538461,Winter
FL00650,2023-11-10,AL007,AC011,AP020,AP009,2023-11-10 08:45:00,2023-11-10 08:53:00,8.0,Late Aircraft,Delayed,343,2493,300,276,210.0,57960,92.0,Autumn
FL00651,2023-10-27,AL002,AC005,AP029,AP017,2023-10-27 22:45:00,2023-10-27 22:56:00,11.0,Air Traffic,Delayed,487,1563,325,293,260.0,76180,90.15384615384616,Autumn
FL00652,2024-10-21,AL003,AC023,AP010,AP014,2024-10-21 05:45:00,2024-10-21 08:44:00,179.0,Late Aircraft,Severely Delayed,523,2805,180,156,394.0,61464,86.66666666666667,Autumn
FL00653,2024-07-24,AL002,AC030,AP001,AP025,2024-07-24 06:45:00,2024-07-24 07:36:00,51.0,Technical,Delayed,471,725,325,214,538.0,115132,65.84615384615384,Summer
FL00654,2025-06-03,AL006,AC008,AP026,AP002,2025-06-03 12:15:00,2025-06-03 12:18:00,3.0,Crew,Delayed,268,4064,300,283,115.0,32545,94.33333333333334,Summer
FL00655,2023-12-06,AL002,AC038,AP011,AP001,2023-12-06 14:45:00,2023-12-06 14:56:00,11.0,Weather,Delayed,539,3764,189,143,304.0,43472,75.66137566137566,Winter
FL00656,2023-10-22,AL010,AC004,AP012,AP001,2023-10-22 11:45:00,2023-10-22 11:47:00,2.0,Crew,Delayed,474,4339,180,126,629.0,79254,70.0,Autumn
FL00657,2024-02-03,AL008,AC024,AP022,AP005,2024-02-03 15:00:00,2024-02-03 17:18:00,138.0,Crew,Severely Delayed,87,5249,296,293,395.0,115735,98.98648648648648,Winter
FL00658,2024-02-06,AL002,AC001,AP015,AP029,2024-02-06 16:15:00,2024-02-06 16:22:00,7.0,Late Aircraft,Delayed,58,2193,325,284,127.0,36068,87.38461538461539,Winter
FL00659,2025-03-07,AL002,AC018,AP014,AP018,2025-03-07 15:45:00,2025-03-07 15:46:00,1.0,Air Traffic,Delayed,173,1290,189,162,437.0,70794,85.71428571428571,Spring
FL00660,2024-03-31,AL004,AC028,AP014,AP027,2024-03-31 16:00:00,2024-03-31 16:06:00,6.0,Technical,Delayed,587,7977,296,222,485.0,107670,75.0,Spring
FL00661,2023-05-09,AL006,AC018,AP026,AP008,2023-05-09 21:30:00,2023-05-09 21:30:00,0.0,No Delay,On Time,633,7763,189,138,569.0,78522,73.01587301587301,Spring
FL00662,2023-12-29,AL010,AC037,AP002,AP023,2023-12-29 14:15:00,2023-12-29 14:24:00,9.0,Air Traffic,Delayed,629,7245,220,213,278.0,59214,96.8181818181818,Winter
FL00663,2023-04-28,AL001,AC012,AP010,AP012,2023-04-28 09:00:00,2023-04-28 11:46:00,166.0,Air Traffic,Severely Delayed,264,3609,189,129,370.0,47730,68.25396825396825,Spring
FL00664,2023-08-01,AL006,AC038,AP008,AP017,2023-08-01 21:00:00,2023-08-01 21:07:00,7.0,Technical,Delayed,586,7148,189,154,275.0,42350,81.48148148148148,Summer
FL00665,2023-08-19,AL009,AC033,AP015,AP019,2023-08-19 12:30:00,2023-08-19 12:38:00,8.0,Security,Delayed,541,3775,220,168,395.0,66360,76.36363636363637,Summer
FL00666,2023-02-14,AL009,AC006,AP024,AP003,2023-02-14 09:30:00,2023-02-14 09:31:00,1.0,Late Aircraft,Delayed,526,3761,300,227,157.0,35639,75.66666666666667,Winter
FL00667,2024-07-31,AL002,AC039,AP013,AP028,2024-07-31 16:45:00,2024-07-31 16:58:00,13.0,Air Traffic,Delayed,456,4069,300,236,409.0,96524,78.66666666666666,Summer
FL00668,2024-02-09,AL008,AC032,AP019,AP026,2024-02-09 10:15:00,2024-02-09 12:12:00,117.0,Weather,Delayed,634,6614,396,263,616.0,162008,66.41414141414141,Winter
FL00669,2023-06-25,AL010,AC010,AP011,AP029,2023-06-25 07:00:00,2023-06-25 07:09:00,9.0,Crew,Cancelled,299,3681,396,0,490.0,0,0.0,Summer
FL00670,2023-06-10,AL001,AC039,AP021,AP014,2023-06-10 22:30:00,2023-06-10 22:43:00,13.0,Technical,Delayed,350,2008,300,297,572.0,169884,99.0,Summer
FL00671,2023-04-13,AL003,AC012,AP001,AP009,2023-04-13 20:30:00,2023-04-13 20:35:00,5.0,Weather,Delayed,393,327,189,148,639.0,94572,78.3068783068783,Spring
FL00672,2024-04-01,AL002,AC037,AP027,AP020,2024-04-01 16:45:00,2024-04-01 16:47:00,2.0,Security,Delayed,703,819,220,185,247.0,45695,84.0909090909091,Spring
FL00673,2024-10-31,AL007,AC017,AP005,AP003,2024-10-31 20:45:00,2024-10-31 20:45:00,0.0,No Delay,On Time,570,5182,296,293,574.0,168182,98.98648648648648,Autumn
FL00674,2024-09-18,AL010,AC012,AP003,AP010,2024-09-18 18:00:00,2024-09-18 18:05:00,5.0,Technical,Delayed,373,7777,189,145,358.0,51910,76.71957671957672,Autumn
FL00675,2023-09-09,AL006,AC017,AP019,AP007,2023-09-09 12:15:00,2023-09-09 12:17:00,2.0,Technical,Delayed,276,7370,296,191,431.0,82321,64.52702702702703,Autumn
FL00676,2025-11-06,AL003,AC001,AP029,AP020,2025-11-06 11:15:00,2025-11-06 11:26:00,11.0,Air Traffic,Delayed,637,6287,325,245,542.0,132790,75.38461538461539,Autumn
FL00677,2023-09-30,AL010,AC012,AP016,AP001,2023-09-30 14:45:00,2023-09-30 14:58:00,13.0,Air Traffic,Delayed,429,5716,189,143,289.0,41327,75.66137566137566,Autumn
FL00678,2024-08-15,AL001,AC023,AP026,AP014,2024-08-15 16:00:00,2024-08-15 16:10:00,10.0,Crew,Delayed,79,6271,180,131,626.0,82006,72.77777777777777,Summer
FL00679,2023-07-21,AL005,AC023,AP010,AP020,2023-07-21 21:00:00,2023-07-21 21:45:00,45.0,Weather,Delayed,485,765,180,128,393.0,50304,71.11111111111111,Summer
FL00680,2023-07-21,AL005,AC011,AP003,AP030,2023-07-21 07:00:00,2023-07-21 09:37:00,157.0,Weather,Cancelled,234,4624,300,0,445.0,0,0.0,Summer
FL00681,2024-06-11,AL007,AC036,AP021,AP018,2024-06-11 06:45:00,2024-06-11 06:50:00,5.0,Air Traffic,Delayed,506,3986,180,143,181.0,25883,79.44444444444444,Summer
FL00682,2024-11-25,AL007,AC031,AP017,AP030,2024-11-25 15:45:00,2024-11-25 15:53:00,8.0,Weather,Delayed,110,1034,300,244,423.0,103212,81.33333333333333,Autumn
FL00683,2023-09-03,AL009,AC034,AP010,AP017,2023-09-03 15:30:00,2023-09-03 15:39:00,9.0,Crew,Delayed,642,7629,300,225,561.0,126225,75.0,Autumn
FL00684,2023-02-21,AL006,AC032,AP010,AP016,2023-02-21 07:45:00,2023-02-21 07:54:00,9.0,Air Traffic,Delayed,120,5279,396,334,335.0,111890,84.34343434343434,Winter
FL00685,2024-02-01,AL002,AC031,AP003,AP007,2024-02-01 18:15:00,2024-02-01 20:44:00,149.0,Security,Severely Delayed,645,2978,300,217,123.0,26691,72.33333333333334,Winter
FL00686,2025-05-22,AL010,AC027,AP023,AP003,2025-05-22 07:15:00,2025-05-22 07:18:00,3.0,Security,Delayed,441,6317,325,210,78.0,16380,64.61538461538461,Spring
FL00687,2024-06-23,AL003,AC025,AP004,AP021,2024-06-23 17:30:00,2024-06-23 17:34:00,4.0,Late Aircraft,Delayed,301,7664,296,246,111.0,27306,83.1081081081081,Summer
FL00688,2025-10-28,AL001,AC038,AP003,AP007,2025-10-28 15:15:00,2025-10-28 16:04:00,49.0,Late Aircraft,Delayed,270,6423,189,147,590.0,86730,77.77777777777779,Autumn
FL00689,2024-02-19,AL009,AC010,AP025,AP021,2024-02-19 08:00:00,2024-02-19 08:15:00,15.0,Crew,Delayed,52,2618,396,341,472.0,160952,86.11111111111111,Winter
FL00690,2023-11-14,AL007,AC007,AP028,AP016,2023-11-14 14:00:00,2023-11-14 14:03:00,3.0,Weather,Delayed,68,2061,300,253,580.0,146740,84.33333333333334,Autumn
FL00691,2025-09-06,AL006,AC024,AP002,AP006,2025-09-06 19:15:00,2025-09-06 21:47:00,152.0,Crew,Severely Delayed,636,8324,296,200,210.0,42000,67.56756756756756,Autumn
FL00692,2025-08-22,AL005,AC030,AP012,AP028,2025-08-22 20:00:00,2025-08-22 20:04:00,4.0,Air Traffic,Delayed,154,1375,325,237,337.0,79869,72.92307692307692,Summer
FL00693,2024-09-04,AL001,AC015,AP015,AP010,2024-09-04 11:00:00,2024-09-04 13:51:00,171.0,Crew,Severely Delayed,506,2395,396,334,512.0,171008,84.34343434343434,Autumn
FL00694,2025-11-20,AL001,AC005,AP017,AP002,2025-11-20 20:45:00,2025-11-20 20:57:00,12.0,Security,Delayed,619,8004,325,249,593.0,147657,76.61538461538461,Autumn
FL00695,2025-04-28,AL006,AC032,AP028,AP012,2025-04-28 09:30:00,2025-04-28 09:43:00,13.0,Weather,Delayed,715,4377,396,347,280.0,97160,87.62626262626263,Spring
FL00696,2025-07-27,AL006,AC036,AP023,AP007,2025-07-27 21:15:00,2025-07-27 21:23:00,8.0,Air Traffic,Delayed,405,6192,180,151,614.0,92714,83.88888888888889,Summer
FL00697,2025-10-04,AL002,AC012,AP001,AP002,2025-10-04 11:00:00,2025-10-04 11:13:00,13.0,Technical,Delayed,124,4236,189,130,600.0,78000,68.78306878306879,Autumn
FL00698,2023-02-10,AL007,AC003,AP028,AP019,2023-02-10 14:15:00,2023-02-10 14:18:00,3.0,Security,Delayed,562,3977,396,275,359.0,98725,69.44444444444444,Winter
FL00699,2025-06-07,AL003,AC029,AP026,AP016,2025-06-07 10:15:00,2025-06-07 10:20:00,5.0,Weather,Delayed,494,2694,220,155,120.0,18600,70.45454545454545,Summer
FL00700,2025-10-16,AL004,AC017,AP019,AP014,2025-10-16 18:45:00,2025-10-16 18:56:00,11.0,Air Traffic,Delayed,115,1894,296,258,430.0,110940,87.16216216216216,Autumn
FL00701,2023-05-05,AL007,AC035,AP015,AP008,2023-05-05 16:00:00,2023-05-05 16:04:00,4.0,Crew,Delayed,277,1117,189,187,577.0,107899,98.94179894179894,Spring
FL00702,2025-06-27,AL007,AC039,AP010,AP017,2025-06-27 14:00:00,2025-06-27 14:04:00,4.0,Air Traffic,Delayed,563,2779,300,278,305.0,84790,92.66666666666666,Summer
FL00703,2025-11-10,AL006,AC028,AP017,AP006,2025-11-10 11:15:00,2025-11-10 11:26:00,11.0,Late Aircraft,Delayed,389,7765,296,225,113.0,25425,76.01351351351352,Autumn
FL00704,2024-07-26,AL003,AC001,AP030,AP003,2024-07-26 20:45:00,2024-07-26 20:47:00,2.0,Security,Delayed,621,6498,325,178,196.0,34888,54.76923076923077,Summer
FL00705,2025-12-28,AL009,AC035,AP018,AP026,2025-12-28 12:45:00,2025-12-28 12:54:00,9.0,Air Traffic,Delayed,202,2743,189,169,314.0,53066,89.41798941798942,Winter
FL00706,2024-01-27,AL006,AC008,AP027,AP030,2024-01-27 11:00:00,2024-01-27 11:38:00,38.0,Crew,Delayed,675,2409,300,196,606.0,118776,65.33333333333333,Winter
FL00707,2023-07-20,AL001,AC007,AP015,AP019,2023-07-20 16:15:00,2023-07-20 16:23:00,8.0,Late Aircraft,Delayed,272,5871,300,172,71.0,12212,57.333333333333336,Summer
FL00708,2024-06-15,AL005,AC021,AP016,AP004,2024-06-15 18:15:00,2024-06-15 18:19:00,4.0,Weather,Delayed,645,3624,325,228,507.0,115596,70.15384615384616,Summer
FL00709,2023-08-16,AL001,AC014,AP003,AP023,2023-08-16 20:45:00,2023-08-16 22:21:00,96.0,Weather,Cancelled,458,1178,325,0,554.0,0,0.0,Summer
FL00710,2025-12-18,AL005,AC039,AP013,AP006,2025-12-18 11:00:00,2025-12-18 11:14:00,14.0,Technical,Delayed,591,6725,300,196,179.0,35084,65.33333333333333,Winter
FL00711,2025-01-17,AL001,AC035,AP022,AP010,2025-01-17 20:00:00,2025-01-17 20:13:00,13.0,Weather,Delayed,631,4803,189,147,214.0,31458,77.77777777777779,Winter
FL00712,2025-07-22,AL009,AC012,AP012,AP024,2025-07-22 16:30:00,2025-07-22 16:42:00,12.0,Crew,Delayed,420,6724,189,150,296.0,44400,79.36507936507937,Summer
FL00713,2023-01-03,AL003,AC007,AP028,AP011,2023-01-03 09:15:00,2023-01-03 09:17:00,2.0,Air Traffic,Delayed,272,7669,300,266,253.0,67298,88.66666666666667,Winter
FL00714,2025-07-05,AL008,AC001,AP021,AP010,2025-07-05 16:15:00,2025-07-05 18:38:00,143.0,Crew,Severely Delayed,643,1471,325,239,103.0,24617,73.53846153846155,Summer
FL00715,2025-03-27,AL007,AC027,AP006,AP009,2025-03-27 15:30:00,2025-03-27 15:43:00,13.0,Security,Delayed,508,7079,325,290,638.0,185020,89.23076923076924,Spring
FL00716,2024-05-20,AL003,AC039,AP007,AP023,2024-05-20 15:00:00,2024-05-20 15:15:00,15.0,Weather,Delayed,95,8108,300,212,506.0,107272,70.66666666666667,Spring
FL00717,2025-02-28,AL004,AC022,AP009,AP014,2025-02-28 15:45:00,2025-02-28 16:00:00,15.0,Air Traffic,Delayed,638,730,300,220,195.0,42900,73.33333333333333,Winter
FL00718,2023-03-25,AL009,AC018,AP027,AP023,2023-03-25 07:00:00,2023-03-25 07:06:00,6.0,Crew,Delayed,419,6117,189,85,96.0,8160,44.97354497354497,Spring
FL00719,2024-03-04,AL004,AC024,AP004,AP002,2024-03-04 14:15:00,2024-03-04 16:52:00,157.0,Technical,Severely Delayed,332,1109,296,218,456.0,99408,73.64864864864865,Spring
FL00720,2024-01-03,AL009,AC034,AP027,AP020,2024-01-03 15:45:00,2024-01-03 17:18:00,93.0,Technical,Delayed,592,5511,300,230,487.0,112010,76.66666666666667,Winter
FL00721,2025-02-08,AL006,AC037,AP030,AP015,2025-02-08 13:15:00,2025-02-08 13:16:00,1.0,Late Aircraft,Delayed,195,2208,220,171,499.0,85329,77.72727272727272,Winter
FL00722,2025-08-01,AL010,AC001,AP016,AP014,2025-08-01 10:30:00,2025-08-01 10:45:00,15.0,Weather,Delayed,506,5835,325,224,362.0,23296,68.92307692307692,Summer
FL00723,2023-12-26,AL003,AC012,AP017,AP005,2023-12-26 14:30:00,2023-12-26 16:26:00,116.0,Crew,Delayed,561,5713,189,126,604.0,76104,66.66666666666666,Winter
FL00724,2025-03-05,AL005,AC029,AP003,AP007,2025-03-05 08:30:00,2025-03-05 08:43:00,13.0,Technical,Delayed,406,471,220,163,645.0,105135,74.0909090909091,Spring
FL00725,2024-06-07,AL009,AC029,AP008,AP015,2024-06-07 07:30:00,2024-06-07 08:26:00,56.0,Technical,Delayed,396,373,220,158,334.0,52772,71.81818181818181,Summer
FL00726,2024-04-15,AL010,AC026,AP013,AP024,2024-04-15 10:15:00,2024-04-15 10:27:00,12.0,Late Aircraft,Delayed,362,8246,189,116,551.0,63916,61.37566137566137,Spring
FL00727,2023-11-02,AL001,AC004,AP024,AP028,2023-11-02 10:00:00,2023-11-02 10:04:00,4.0,Air Traffic,Delayed,213,3207,180,125,453.0,56625,69.44444444444444,Autumn
FL00728,2025-08-20,AL010,AC036,AP005,AP018,2025-08-20 16:00:00,2025-08-20 16:09:00,9.0,Security,Delayed,314,3902,180,155,489.0,75795,86.11111111111111,Summer
FL00729,2024-08-03,AL008,AC019,AP002,AP014,2024-08-03 21:45:00,2024-08-03 22:21:00,36.0,Technical,Delayed,573,8175,296,266,122.0,32452,89.86486486486487,Summer
FL00730,2024-08-26,AL002,AC028,AP008,AP025,2024-08-26 11:30:00,2024-08-26 11:39:00,9.0,Late Aircraft,Delayed,712,6441,296,287,241.0,69167,96.95945945945948,Summer
FL00731,2023-06-27,AL001,AC014,AP015,AP025,2023-06-27 20:45:00,2023-06-27 20:57:00,12.0,Crew,Delayed,647,8028,325,251,361.0,90611,77.23076923076924,Summer
FL00732,2025-01-11,AL005,AC007,AP008,AP009,2025-01-11 09:00:00,2025-01-11 09:07:00,7.0,Security,Delayed,653,3044,300,225,455.0,102375,75.0,Winter
FL00733,2023-04-10,AL010,AC033,AP004,AP026,2023-04-10 10:00:00,2023-04-10 10:13:00,13.0,Weather,Delayed,546,4524,220,147,288.0,42336,66.81818181818183,Spring
FL00734,2025-07-28,AL001,AC029,AP008,AP021,2025-07-28 20:00:00,2025-07-28 20:09:00,9.0,Weather,Delayed,409,7270,220,152,405.0,61560,69.0909090909091,Summer
FL00735,2023-07-01,AL008,AC018,AP024,AP027,2023-07-01 17:15:00,2023-07-01 17:24:00,9.0,Weather,Delayed,330,4098,189,116,200.0,23200,61.37566137566137,Summer
FL00736,2024-10-31,AL001,AC023,AP014,AP007,2024-10-31 20:15:00,2024-10-31 20:26:00,11.0,Air Traffic,Delayed,648,637,180,173,616.0,106568,96.11111111111111,Autumn
FL00737,2025-10-18,AL004,AC022,AP026,AP018,2025-10-18 19:00:00,2025-10-18 19:07:00,7.0,Air Traffic,Delayed,168,8221,300,183,311.0,56913,61.0,Autumn
FL00738,2024-12-19,AL003,AC022,AP016,AP005,2024-12-19 08:45:00,2024-12-19 08:58:00,13.0,Technical,Delayed,432,1241,300,262,562.0,147244,87.33333333333333,Winter
FL00739,2023-02-27,AL006,AC012,AP001,AP028,2023-02-27 16:45:00,2023-02-27 16:59:00,14.0,Late Aircraft,Delayed,417,659,189,187,200.0,37400,98.94179894179894,Winter
FL00740,2023-03-25,AL002,AC029,AP012,AP017,2023-03-25 21:30:00,2023-03-25 23:52:00,142.0,Technical,Severely Delayed,349,4406,220,166,564.0,93624,75.45454545454545,Spring
FL00741,2024-02-01,AL008,AC004,AP001,AP009,2024-02-01 18:00:00,2024-02-01 18:09:00,9.0,Air Traffic,Delayed,482,5330,180,134,166.0,22244,74.44444444444444,Winter
FL00742,2023-03-09,AL007,AC006,AP003,AP019,2023-03-09 15:45:00,2023-03-09 16:00:00,15.0,Crew,Cancelled,451,337,300,0,204.0,0,0.0,Spring
FL00743,2024-11-23,AL007,AC030,AP014,AP005,2024-11-23 11:30:00,2024-11-23 12:20:00,50.0,Security,Delayed,88,3349,325,245,75.0,18375,75.38461538461539,Autumn
FL00744,2023-06-15,AL008,AC039,AP029,AP017,2023-06-15 07:45:00,2023-06-15 07:58:00,13.0,Air Traffic,Delayed,532,8272,300,236,518.0,122248,78.66666666666666,Summer
FL00745,2025-06-26,AL005,AC004,AP003,AP006,2025-06-26 07:00:00,2025-06-26 07:07:00,7.0,Weather,Delayed,260,3925,180,121,273.0,33033,67.22222222222223,Summer
FL00746,2023-07-25,AL003,AC014,AP007,AP012,2023-07-25 08:45:00,2023-07-25 08:49:00,4.0,Crew,Delayed,597,4852,325,272,432.0,117504,83.6923076923077,Summer
FL00747,2023-02-25,AL004,AC026,AP023,AP027,2023-02-25 20:15:00,2023-02-25 20:15:00,0.0,No Delay,On Time,371,4058,189,131,515.0,67465,69.31216931216932,Winter
FL00748,2023-12-11,AL001,AC020,AP019,AP008,2023-12-11 16:30:00,2023-12-11 16:36:00,6.0,Crew,Delayed,591,7864,396,353,280.0,98840,89.14141414141415,Winter
FL00749,2023-10-02,AL007,AC038,AP029,AP010,2023-10-02 12:15:00,2023-10-02 12:18:00,3.0,Late Aircraft,Delayed,65,7041,189,145,236.0,34220,76.71957671957672,Autumn
FL00750,2023-05-04,AL010,AC002,AP005,AP018,2023-05-04 20:45:00,2023-05-04 20:53:00,8.0,Late Aircraft,Delayed,569,8478,300,179,481.0,86099,59.66666666666667,Spring
FL00751,2025-01-28,AL004,AC036,AP009,AP020,2025-01-28 11:45:00,2025-01-28 11:50:00,5.0,Air Traffic,Delayed,477,747,180,156,246.0,38376,86.66666666666667,Winter
FL00752,2023-08-29,AL008,AC034,AP017,AP010,2023-08-29 17:15:00,2023-08-29 17:19:00,4.0,Technical,Delayed,514,5853,300,241,233.0,56153,80.33333333333333,Summer
FL00753,2024-08-01,AL001,AC028,AP017,AP005,2024-08-01 20:00:00,2024-08-01 20:08:00,8.0,Crew,Delayed,282,6323,296,226,223.0,50398,76.35135135135135,Summer
FL00754,2025-04-20,AL008,AC035,AP006,AP007,2025-04-20 22:45:00,2025-04-20 23:14:00,29.0,Security,Delayed,383,7890,189,140,351.0,49140,74.07407407407408,Spring
FL00755,2024-08-27,AL003,AC010,AP021,AP013,2024-08-27 14:00:00,2024-08-27 14:01:00,1.0,Weather,Delayed,668,8181,396,372,468.0,174096,93.93939393939394,Summer
FL00756,2023-01-28,AL007,AC020,AP018,AP007,2023-01-28 21:00:00,2023-01-28 21:13:00,13.0,Crew,Delayed,334,5509,396,197,339.0,66783,49.74747474747475,Winter
FL00757,2023-09-02,AL009,AC019,AP008,AP027,2023-09-02 12:00:00,2023-09-02 12:12:00,12.0,Air Traffic,Delayed,260,8382,296,238,648.0,154224,80.4054054054054,Autumn
FL00758,2025-06-15,AL001,AC004,AP014,AP013,2025-06-15 05:00:00,2025-06-15 05:57:00,57.0,Crew,Delayed,452,3095,180,176,212.0,37312,97.77777777777776,Summer
FL00759,2025-06-26,AL005,AC014,AP002,AP026,2025-06-26 10:30:00,2025-06-26 10:41:00,11.0,Technical,Delayed,136,3344,325,191,521.0,99511,58.76923076923077,Summer
FL00760,2025-12-27,AL009,AC011,AP024,AP019,2025-12-27 13:15:00,2025-12-27 13:47:00,32.0,Weather,Delayed,73,6199,300,262,421.0,110302,87.33333333333333,Winter
FL00761,2025-06-20,AL008,AC033,AP001,AP027,2025-06-20 07:00:00,2025-06-20 07:12:00,12.0,Technical,Delayed,149,3249,220,129,125.0,16125,58.63636363636363,Summer
FL00762,2023-01-03,AL006,AC040,AP020,AP018,2023-01-03 21:00:00,2023-01-03 22:18:00,78.0,Security,Delayed,300,5937,220,159,194.0,30846,72.27272727272728,Winter
FL00763,2025-06-06,AL004,AC009,AP021,AP020,2025-06-06 08:45:00,2025-06-06 08:46:00,1.0,Security,Delayed,273,4133,296,223,103.0,22969,75.33783783783784,Summer
FL00764,2024-10-10,AL004,AC022,AP018,AP017,2024-10-10 21:15:00,2024-10-10 21:15:00,0.0,No Delay,On Time,652,7854,300,252,531.0,133812,84.0,Autumn
FL00765,2023-05-26,AL007,AC034,AP017,AP024,2023-05-26 17:15:00,2023-05-26 17:18:00,3.0,Security,Delayed,688,5570,300,247,88.0,21736,82.33333333333334,Spring
